stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Leon\source\repos\JogoEmAllegro\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.00711] added dtor for sub_bitmap 0000022DEB03A9D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00715] added dtor for sub_bitmap 0000022DEB03ABC0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00719] added dtor for sub_bitmap 0000022DEB03DD40, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00723] added dtor for sub_bitmap 0000022DEB03C600, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00726] added dtor for sub_bitmap 0000022DEB03D580, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00730] added dtor for sub_bitmap 0000022DEB03CFB0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00733] added dtor for sub_bitmap 0000022DEB03C9E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00736] added dtor for sub_bitmap 0000022DEB03C7F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00740] added dtor for sub_bitmap 0000022DEB03D1A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00743] added dtor for sub_bitmap 0000022DEB03D390, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00747] added dtor for sub_bitmap 0000022DEB03E120, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00750] added dtor for sub_bitmap 0000022DEB03DB50, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00754] added dtor for sub_bitmap 0000022DEB03D770, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00758] added dtor for sub_bitmap 0000022DEB03D960, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00762] added dtor for sub_bitmap 0000022DEB03DF30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00765] added dtor for sub_bitmap 0000022DEB03CBD0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00769] added dtor for sub_bitmap 0000022DEB03CDC0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00772] added dtor for sub_bitmap 0000022DEB03E310, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00776] added dtor for sub_bitmap 0000022DEB040F50, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00780] added dtor for sub_bitmap 0000022DEB0405A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00784] added dtor for sub_bitmap 0000022DEB041330, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00788] added dtor for sub_bitmap 0000022DEB040B70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00791] added dtor for sub_bitmap 0000022DEB0403B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00795] added dtor for sub_bitmap 0000022DEB03FDE0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00799] added dtor for sub_bitmap 0000022DEB03F620, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00802] added dtor for sub_bitmap 0000022DEB040790, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00806] added dtor for sub_bitmap 0000022DEB03FFD0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00809] added dtor for sub_bitmap 0000022DEB040D60, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00813] added dtor for sub_bitmap 0000022DEB03FBF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00816] added dtor for sub_bitmap 0000022DEB03F810, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00820] added dtor for sub_bitmap 0000022DEB041140, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00823] added dtor for sub_bitmap 0000022DEB0401C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00827] added dtor for sub_bitmap 0000022DEB03FA00, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00830] added dtor for sub_bitmap 0000022DEB040980, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00834] added dtor for sub_bitmap 0000022DEB042E00, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00838] added dtor for sub_bitmap 0000022DEB0437B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00841] added dtor for sub_bitmap 0000022DEB0433D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00845] added dtor for sub_bitmap 0000022DEB042FF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00849] added dtor for sub_bitmap 0000022DEB043D80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00852] added dtor for sub_bitmap 0000022DEB0439A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00856] added dtor for sub_bitmap 0000022DEB044350, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00859] added dtor for sub_bitmap 0000022DEB0435C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00862] added dtor for sub_bitmap 0000022DEB0431E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00866] added dtor for sub_bitmap 0000022DEB043F70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00870] added dtor for sub_bitmap 0000022DEB043B90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00874] added dtor for sub_bitmap 0000022DEB044160, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00877] added dtor for sub_bitmap 0000022DEB042640, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00881] added dtor for sub_bitmap 0000022DEB042830, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00884] added dtor for sub_bitmap 0000022DEB042A20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00893] added dtor for sub_bitmap 0000022DEB042C10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00898] added dtor for sub_bitmap 0000022DEB0474C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00902] added dtor for sub_bitmap 0000022DEB0470E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00906] added dtor for sub_bitmap 0000022DEB0476B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00909] added dtor for sub_bitmap 0000022DEB046EF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00913] added dtor for sub_bitmap 0000022DEB046160, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00916] added dtor for sub_bitmap 0000022DEB046920, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00920] added dtor for sub_bitmap 0000022DEB046B10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00923] added dtor for sub_bitmap 0000022DEB0459A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00927] added dtor for sub_bitmap 0000022DEB046D00, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00930] added dtor for sub_bitmap 0000022DEB045B90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00934] added dtor for sub_bitmap 0000022DEB045D80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00938] added dtor for sub_bitmap 0000022DEB0472D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00941] added dtor for sub_bitmap 0000022DEB046350, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00945] added dtor for sub_bitmap 0000022DEB046540, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00948] added dtor for sub_bitmap 0000022DEB046730, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00952] added dtor for sub_bitmap 0000022DEB045F70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00956] added dtor for sub_bitmap 0000022DEB04A2F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00960] added dtor for sub_bitmap 0000022DEB048F90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00964] added dtor for sub_bitmap 0000022DEB04A4E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00967] added dtor for sub_bitmap 0000022DEB049180, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00971] added dtor for sub_bitmap 0000022DEB049940, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00974] added dtor for sub_bitmap 0000022DEB049370, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00978] added dtor for sub_bitmap 0000022DEB049560, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00981] added dtor for sub_bitmap 0000022DEB04A6D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00985] added dtor for sub_bitmap 0000022DEB049B30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00988] added dtor for sub_bitmap 0000022DEB0489C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00992] added dtor for sub_bitmap 0000022DEB049D20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00996] added dtor for sub_bitmap 0000022DEB048BB0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01000] added dtor for sub_bitmap 0000022DEB049F10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01004] added dtor for sub_bitmap 0000022DEB048DA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01007] added dtor for sub_bitmap 0000022DEB049750, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01012] added dtor for sub_bitmap 0000022DEB04A100, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01016] added dtor for sub_bitmap 0000022DEB04B3A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01020] added dtor for sub_bitmap 0000022DEB04C510, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01024] added dtor for sub_bitmap 0000022DEB04B780, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01028] added dtor for sub_bitmap 0000022DEB04BF40, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01032] added dtor for sub_bitmap 0000022DEB04B970, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01035] added dtor for sub_bitmap 0000022DEB04B590, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01039] added dtor for sub_bitmap 0000022DEB04BB60, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01042] added dtor for sub_bitmap 0000022DEB04C8F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01046] added dtor for sub_bitmap 0000022DEB04B1B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01049] added dtor for sub_bitmap 0000022DEB04CAE0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01053] added dtor for sub_bitmap 0000022DEB04BD50, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01056] added dtor for sub_bitmap 0000022DEB04ADD0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01060] added dtor for sub_bitmap 0000022DEB04C130, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01063] added dtor for sub_bitmap 0000022DEB04C700, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01067] added dtor for sub_bitmap 0000022DEB04C320, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01071] added dtor for sub_bitmap 0000022DEB04AFC0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01075] added dtor for sub_bitmap 0000022DEB0502C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01079] added dtor for sub_bitmap 0000022DEB051810, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01083] added dtor for sub_bitmap 0000022DEB051620, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01087] added dtor for sub_bitmap 0000022DEB051430, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01090] added dtor for sub_bitmap 0000022DEB0500D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01094] added dtor for sub_bitmap 0000022DEB050E60, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01098] added dtor for sub_bitmap 0000022DEB051A00, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01102] added dtor for sub_bitmap 0000022DEB04DDF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01105] added dtor for sub_bitmap 0000022DEB04DFE0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01109] added dtor for sub_bitmap 0000022DEB04E1D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01113] added dtor for sub_bitmap 0000022DEB04E3C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01117] added dtor for sub_bitmap 0000022DEB0504B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01120] added dtor for sub_bitmap 0000022DEB04F530, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01124] added dtor for sub_bitmap 0000022DEB0506A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01128] added dtor for sub_bitmap 0000022DEB04F910, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01131] added dtor for sub_bitmap 0000022DEB04FEE0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01135] added dtor for sub_bitmap 0000022DEB050890, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01138] added dtor for sub_bitmap 0000022DEB050A80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01142] added dtor for sub_bitmap 0000022DEB050C70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01145] added dtor for sub_bitmap 0000022DEB04E5B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01149] added dtor for sub_bitmap 0000022DEB04F720, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01153] added dtor for sub_bitmap 0000022DEB051050, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01156] added dtor for sub_bitmap 0000022DEB051240, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01160] added dtor for sub_bitmap 0000022DEB04E7A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01163] added dtor for sub_bitmap 0000022DEB04E990, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01167] added dtor for sub_bitmap 0000022DEB04EB80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01170] added dtor for sub_bitmap 0000022DEB04ED70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01174] added dtor for sub_bitmap 0000022DEB04EF60, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01178] added dtor for sub_bitmap 0000022DEB04F150, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01181] added dtor for sub_bitmap 0000022DEB04F340, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01185] added dtor for sub_bitmap 0000022DEB04FCF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01189] added dtor for sub_bitmap 0000022DEB04FB00, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01193] added dtor for sub_bitmap 0000022DEB057080, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01197] added dtor for sub_bitmap 0000022DEB057840, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01201] added dtor for sub_bitmap 0000022DEB057650, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01205] added dtor for sub_bitmap 0000022DEB057A30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01209] added dtor for sub_bitmap 0000022DEB056E90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01212] added dtor for sub_bitmap 0000022DEB057270, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01216] added dtor for sub_bitmap 0000022DEB054010, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01220] added dtor for sub_bitmap 0000022DEB057460, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01223] added dtor for sub_bitmap 0000022DEB0562F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01227] added dtor for sub_bitmap 0000022DEB056CA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01231] added dtor for sub_bitmap 0000022DEB055B30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01236] added dtor for sub_bitmap 0000022DEB0568C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01239] added dtor for sub_bitmap 0000022DEB0547D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01243] added dtor for sub_bitmap 0000022DEB0549C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01247] added dtor for sub_bitmap 0000022DEB054BB0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01250] added dtor for sub_bitmap 0000022DEB053E20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01254] added dtor for sub_bitmap 0000022DEB0564E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01257] added dtor for sub_bitmap 0000022DEB056AB0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01261] added dtor for sub_bitmap 0000022DEB056100, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01265] added dtor for sub_bitmap 0000022DEB055370, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01268] added dtor for sub_bitmap 0000022DEB054DA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01272] added dtor for sub_bitmap 0000022DEB0543F0, func 00007FFCE150118B
